"N° Bon","Référence élément distribué","Libellé type de flux","Date de création","Date de 1ère prise","Date de remise","Nb de colis contenus","Gare de départ","Gare de destination","Délai de distribution","Délai de livraison","Statut","Autre identifiant","A l'attention de","Informations","Date clôture","Date dernière position","Gare dernière position","SPEEDUP","SITECREATION","SITEDEPOSE","TOURNEE","NBUM"
"57543","LC*00056491","SPEED UP","09/01/2017 11:51:34","","09/01/2017 17:02:24","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAS10ZGA8 /                                     SPEED-UP MISE A DISPOSITION GUICHET R7","0","311","Remis","","","","09/01/2017 11:51:51","09/01/2017 17:02:24","MAS10ZGA8 /                                     SPEED-UP MISE A DISPOSITION GUICHET R7","10304","2","1","",""
"57548","LC*00056496","SPEED UP","09/01/2017 11:54:55","09/01/2017 12:03:37","09/01/2017 15:47:51","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAH18MGA1 /                                     CHATEAU D'IF - 5JV - ARRIVEE","224","232","Remis","10288","","","09/01/2017 11:55:12","09/01/2017 15:47:51","MAH18MGA1 /                                     CHATEAU D'IF - 5JV - ARRIVEE","10288","2","1","",""
"57554","LC*00056502","SPEED UP","09/01/2017 11:58:42","","13/01/2017 16:53:34","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAS10ZGA8 /                                     SPEED-UP MISE A DISPOSITION GUICHET R7","0","6055","Remis","","","","09/01/2017 11:58:50","13/01/2017 16:53:34","MAS10ZGA8 /                                     SPEED-UP MISE A DISPOSITION GUICHET R7","10307","2","1","",""
"57555","LC*00056503","SPEED UP","09/01/2017 11:59:35","","13/01/2017 16:48:46","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAS10ZGA8 /                                     SPEED-UP MISE A DISPOSITION GUICHET R7","0","6049","Remis","","","","09/01/2017 11:59:41","13/01/2017 16:48:46","MAS10ZGA8 /                                     SPEED-UP MISE A DISPOSITION GUICHET R7","10310","2","1","",""
"57608","LC*00056556","SPEED UP","09/01/2017 12:30:24","09/01/2017 12:42:52","09/01/2017 16:08:30","1","MAT11ZGDL /                                     R7 - EXPEDITIONS - DEPART","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","206","218","Remis","SPEED UP 10299","","","09/01/2017 12:30:33","09/01/2017 16:08:30","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","SPEED UP 10299","2","1","",""
"57792","LC*00056740","SPEED UP","09/01/2017 16:09:42","09/01/2017 16:21:57","","1","FLA13ZGD1 /                                     FL - SHUTTLE DEPARTURE","ALB01MGA1 /                                     ALB - SHUTTLE ARRIVAL","113380","113392","En transit","","","","09/01/2017 16:09:51","09/01/2017 16:22:02","FLA13ZG1C /                                     FL - LOADING SHUTTLE","10305","3","2","",""
"57796","LC*00056744","SPEED UP","09/01/2017 16:17:58","09/01/2017 16:54:36","09/01/2017 18:25:13","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","FLI04MGA1 /                                     FLORIDES - MAGASINS MACS - ARRIVEE","91","127","Remis","10317","","","09/01/2017 16:18:08","09/01/2017 18:25:13","FLI04MGA1 /                                     FLORIDES - MAGASINS MACS - ARRIVEE","10317","2","2","",""
"57802","LC*00056750","SPEED UP","09/01/2017 16:28:21","16/01/2017 15:36:36","","1","FLA13ZGD1 /                                     FL - SHUTTLE DEPARTURE","DON01MGA1 /                                     DON - SHUTTLE ARRIVAL","103345","113373","En transit","","","","09/01/2017 16:28:37","16/01/2017 15:37:36","FLA13ZG1C /                                     FL - LOADING SHUTTLE","10299","3","2","T_Florides",""
"57827","LC*00056775","SPEED UP","09/01/2017 16:59:11","09/01/2017 17:08:59","09/01/2017 17:16:37","1","MAS10ZGD2 /                                     R7 - BRAS 5 AU - DEPART","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","8","17","Remis","","","","09/01/2017 16:59:31","09/01/2017 17:16:37","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","10318","2","1","",""
"57837","LC*00056785","SPEED UP","09/01/2017 17:23:19","09/01/2017 17:30:51","10/01/2017 10:49:20","1","MAT11ZGDL /                                     R7 - EXPEDITIONS - DEPART","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","1039","1046","Remis","","","","09/01/2017 17:23:27","10/01/2017 10:49:20","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","10318","2","2","",""
"57963","LC*00056909","SPEED UP","10/01/2017 10:17:49","10/01/2017 11:34:46","10/01/2017 12:25:49","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAD14MGA7 /                                     LES AIRES - I1 - 5QE (NOUV MAG QUINCAILLE)","51","127","Remis","10326","","","10/01/2017 10:18:01","10/01/2017 12:25:49","MAD14MGA7 /                                     LES AIRES - I1 - 5QE (NOUV MAG QUINCAILLE)","10326","2","1","",""
"57987","LC*00056933","SPEED UP","10/01/2017 10:39:00","10/01/2017 11:34:48","10/01/2017 11:38:30","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAT11ZGA4 /                                     R7 - MPC [5] DAUPHIN - ARRIVEE","4","59","Remis","10325","","","10/01/2017 10:39:15","10/01/2017 11:38:30","MAT11ZGAZ /                                     R7 - MPC CENTRALE - ARRIVEE","10325","2","1","",""
"58004","LC*00056950","SPEED UP","10/01/2017 10:57:18","10/01/2017 16:52:49","","1","FLA13ZGD1 /                                     FL - SHUTTLE DEPARTURE","ALB01MGA1 /                                     ALB - SHUTTLE ARRIVAL","111909","112264","En transit","","","","10/01/2017 10:57:36","10/01/2017 16:52:54","FLA13ZG1C /                                     FL - LOADING SHUTTLE","10318","3","2","T_Florides",""
"58072","LC*00057018","SPEED UP","10/01/2017 11:44:38","10/01/2017 11:50:30","10/01/2017 12:03:12","1","MAT11ZGDZ /                                     R7 - MPC CENTRALE - DEPART","MAG15IGA1 /                                     G1 - MPP DAUPHIN - ARRIVEE","13","19","Remis","","","","10/01/2017 11:44:50","10/01/2017 12:03:12","MAG15IGA6 /                                     POD + DEBORD & TRANSMISSIONS - G1 - DAUPHIN  - ARRIVEE","10325","2","1","",""
"58105","LC*00057051","SPEED UP","10/01/2017 12:01:02","12/01/2017 14:04:53","12/01/2017 17:53:12","1","MAT12ZGD1 /                                     R7 - SORTIES USINE","MAD07ZGA1 /                                     N6 - PROTO - ARRIVEE","229","3232","Remis","","Ange PADOVANI","FAL 37551","10/01/2017 12:01:46","12/01/2017 17:53:12","MAD07ZGA1 /                                     N6 - PROTO - ARRIVEE","9830","2","1","","1"
"58167","LC*00057113","SPEED UP","10/01/2017 12:37:03","","10/01/2017 17:05:14","1","MAT11ZGAD /                                     R7 - GUICHET - DEPART","MAH07CGA1 /                                     M1 - PIECES ELEMENTAIRES - ARRIVEE","0","267","Remis","","","","10/01/2017 12:38:13","10/01/2017 17:05:14","MAH07CGA1 /                                     M1 - PIECES ELEMENTAIRES - ARRIVEE","10321","2","1","",""
"58184","LC*00057130","SPEED UP","10/01/2017 12:50:20","10/01/2017 12:53:05","10/01/2017 15:50:03","1","MAT11ZGDL /                                     R7 - EXPEDITIONS - DEPART","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","177","180","Remis","SPEED UP 10297","","","10/01/2017 12:50:31","10/01/2017 15:50:03","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","SPEED UP 10297","2","1","",""
"58333","LC*00057279","SPEED UP","10/01/2017 15:04:57","10/01/2017 15:18:37","10/01/2017 15:21:06","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","3","16","Remis","10302","","","10/01/2017 15:05:12","10/01/2017 15:21:06","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","10302","2","1","",""
"58380","LC*00057326","SPEED UP","10/01/2017 15:34:31","10/01/2017 15:37:42","10/01/2017 15:39:54","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","2","5","Remis","10301","","","10/01/2017 15:34:46","10/01/2017 15:39:54","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","10301","2","1","",""
"58400","LC*00057346","SPEED UP","10/01/2017 15:46:26","10/01/2017 16:10:16","11/01/2017 10:43:29","1","MAT11ZGDL /                                     R7 - EXPEDITIONS - DEPART","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","1113","1137","Remis","SPEED UP 10302","","","10/01/2017 15:46:35","11/01/2017 10:43:29","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","SPEED UP 10302","2","1","",""
"58416","LC*00057362","SPEED UP","10/01/2017 15:58:24","16/01/2017 15:36:57","","1","FLA13ZGD1 /                                     FL - SHUTTLE DEPARTURE","DON01MGA1 /                                     DON - SHUTTLE ARRIVAL","103345","111963","En transit","","","","10/01/2017 15:58:34","16/01/2017 15:37:10","FLA13ZG1C /                                     FL - LOADING SHUTTLE","10297","3","2","T_Florides",""
"58419","LC*00057365","SPEED UP","10/01/2017 16:01:54","11/01/2017 09:31:29","11/01/2017 10:43:22","1","MAT11ZGDL /                                     R7 - EXPEDITIONS - DEPART","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","72","1121","Remis","","","","10/01/2017 16:02:07","11/01/2017 10:43:22","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","10301","2","2","",""
"58474","LC*00057420","SPEED UP","10/01/2017 16:38:16","10/01/2017 16:47:43","11/01/2017 10:43:24","1","MAT11ZGDL /                                     R7 - EXPEDITIONS - DEPART","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","1076","1085","Remis","","","","10/01/2017 16:38:22","11/01/2017 10:43:24","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","10328","2","2","",""
"58501","LC*00057447","SPEED UP","10/01/2017 17:38:44","11/01/2017 11:07:56","11/01/2017 12:23:12","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAC06CGA1 /                                     N6 - C44 - SAS 519 - ARRIVEE","76","1125","Remis","","","","10/01/2017 17:38:53","11/01/2017 12:23:12","MAC06CGA1 /                                     N6 - C44 - SAS 519 - ARRIVEE","10346","2","1","",""
"58711","LC*00057650","SPEED UP","11/01/2017 10:53:28","16/01/2017 15:36:15","","1","FLA13ZGD1 /                                     FL - SHUTTLE DEPARTURE","DON01MGA1 /                                     DON - SHUTTLE ARRIVAL","103345","110828","En transit","","","","11/01/2017 10:53:38","16/01/2017 15:38:04","FLA13ZG1C /                                     FL - LOADING SHUTTLE","10301","3","2","T_Florides",""
"58718","LC*00057657","SPEED UP","11/01/2017 10:58:07","16/01/2017 15:36:17","","1","FLA13ZGD1 /                                     FL - SHUTTLE DEPARTURE","DON01MGA1 /                                     DON - SHUTTLE ARRIVAL","103345","110823","En transit","","","","11/01/2017 10:58:18","16/01/2017 15:38:01","FLA13ZG1C /                                     FL - LOADING SHUTTLE","10302","3","2","T_ENLEVEMENT",""
"58754","LC*00057693","SPEED UP","11/01/2017 11:14:37","11/01/2017 16:44:41","","1","FLA13ZGD1 /                                     FL - SHUTTLE DEPARTURE","DON01MGA1 /                                     DON - SHUTTLE ARRIVAL","110477","110807","En transit","","","","11/01/2017 11:14:49","11/01/2017 16:44:52","FLA13ZG1C /                                     FL - LOADING SHUTTLE","10328","3","2","T_ENLEVEMENT",""
"58843","LC*00057782","SPEED UP","11/01/2017 12:04:47","11/01/2017 12:08:17","11/01/2017 14:18:41","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAH07CGA1 /                                     M1 - PIECES ELEMENTAIRES - ARRIVEE","130","133","Remis","","christine carillo","","11/01/2017 12:05:43","11/01/2017 14:18:41","MAH07CGA1 /                                     M1 - PIECES ELEMENTAIRES - ARRIVEE","10358","2","1","",""
"58846","LC*00057785","SPEED UP","11/01/2017 12:06:33","11/01/2017 12:08:16","11/01/2017 14:19:44","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAH07CGA1 /                                     M1 - PIECES ELEMENTAIRES - ARRIVEE","131","132","Remis","","christine carillo","","11/01/2017 12:07:10","11/01/2017 14:19:44","MAH07CGA1 /                                     M1 - PIECES ELEMENTAIRES - ARRIVEE","10356","2","1","",""
"58848","LC*00057787","SPEED UP","11/01/2017 12:08:36","11/01/2017 15:11:43","11/01/2017 18:04:52","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAI15CGA1 /                                     G1 -SUPER PUMA - ARRIVEE","173","355","Remis","","DOUBLIER ANTOINE, POSTE RC","","11/01/2017 12:09:48","11/01/2017 18:04:52","MAI15CGA1 /                                     G1 -SUPER PUMA - ARRIVEE","10365","3","1","",""
"58876","LC*00057814","SPEED UP","11/01/2017 12:16:24","11/01/2017 12:36:49","11/01/2017 14:32:40","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAE07CGA2 /                                     N4 - TAC 05","116","135","Remis","10330","mr Loic RIBERO","","11/01/2017 12:17:08","11/01/2017 14:32:40","MAE07CGA2 /                                     N4 - TAC 05","10330","2","1","",""
"58883","LC*00057821","SPEED UP","11/01/2017 12:22:07","","11/01/2017 17:40:27","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAS10ZGA8 /                                     SPEED-UP MISE A DISPOSITION GUICHET R7","0","318","Remis","","céline Sciacqua","","11/01/2017 12:22:17","11/01/2017 17:40:27","MAS10ZGA8 /                                     SPEED-UP MISE A DISPOSITION GUICHET R7","10369","2","1","",""
"58889","LC*00057827","SPEED UP","11/01/2017 12:23:25","11/01/2017 12:41:18","","1","MAS10ZGD2 /                                     R7 - BRAS 5 AU - DEPART","ES10MGA1 /                                     ES MP ESPAGNE - ARRIVEE","110720","110737","En transit","","","","11/01/2017 12:24:04","11/01/2017 15:57:24","FLI08ZGAD /                                     CROSSDOCK SHUTTLE","10352","2","1","",""
"58898","LC*00057836","SPEED UP","11/01/2017 12:28:37","11/01/2017 12:37:56","11/01/2017 15:57:02","1","MAT11ZGDL /                                     R7 - EXPEDITIONS - DEPART","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","200","209","Remis","","","","11/01/2017 12:28:43","11/01/2017 15:57:02","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","10348","2","2","",""
"58910","LC*00057848","SPEED UP","11/01/2017 12:35:26","11/01/2017 15:11:46","12/01/2017 10:13:44","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAG19CGA1 /                                     JM57 - VIP - ARRIVEE","1142","1298","Remis","","LE FOULGOC","","11/01/2017 12:35:36","12/01/2017 10:13:44","MAG19CGA1 /                                     JM57 - VIP - ARRIVEE","10363","3","1","",""
"58959","LC*00057897","SPEED UP","11/01/2017 13:05:34","11/01/2017 14:03:50","11/01/2017 15:56:59","1","MAT11ZGDL /                                     R7 - EXPEDITIONS - DEPART","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","113","171","Remis","","","","11/01/2017 13:05:43","11/01/2017 15:56:59","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","10382","2","2","",""
"58970","LC*00057908","SPEED UP","11/01/2017 13:14:07","11/01/2017 15:11:48","12/01/2017 10:14:58","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAH18MGA3 /                                     JM57 - PROTOTYPE SHOP - ARRIVEE","1143","1260","Remis","","DERUY","","11/01/2017 13:14:44","12/01/2017 10:14:58","MAH18MGA3 /                                     JM57 - PROTOTYPE SHOP - ARRIVEE","10364","3","1","",""
"58988","LC*00057926","SPEED UP","11/01/2017 13:20:15","11/01/2017 15:12:07","11/01/2017 17:58:27","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAR15BGA1 /                                     W11 - EC 175 BULK - ARRIVEE","166","278","Remis","","DAMIEN CASTELLAN","","11/01/2017 13:20:22","11/01/2017 17:58:27","MAR15BGA1 /                                     W11 - EC 175 BULK - ARRIVEE","10367","3","1","",""
"58991","LC*00057929","SPEED UP","11/01/2017 13:22:52","11/01/2017 15:12:09","11/01/2017 19:11:20","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAH18CGA1 /                                     CHATEAU D'IF - CCI ELEC","239","349","Remis","","DEVOUX","","11/01/2017 13:22:59","11/01/2017 19:11:20","MAH18CGA1 /                                     CHATEAU D'IF - CCI ELEC","10361","3","1","",""
"59003","LC*00057941","SPEED UP","11/01/2017 13:30:21","11/01/2017 15:11:51","12/01/2017 10:15:04","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAH18MGA3 /                                     JM57 - PROTOTYPE SHOP - ARRIVEE","1144","1245","Remis","","DERUY","","11/01/2017 13:30:30","12/01/2017 10:15:04","MAH18MGA3 /                                     JM57 - PROTOTYPE SHOP - ARRIVEE","10366","3","1","",""
"59004","LC*00057942","SPEED UP","11/01/2017 13:30:45","11/01/2017 14:04:13","11/01/2017 14:04:20","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","0","34","Remis","","","","11/01/2017 13:30:59","11/01/2017 14:04:20","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","10355","2","1","",""
"59005","LC*00057943","SPEED UP","11/01/2017 13:33:51","11/01/2017 15:11:59","11/01/2017 18:06:52","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAG15IGA1 /                                     G1 - MPP DAUPHIN - ARRIVEE","175","272","Remis","","MARTINI","","11/01/2017 13:34:00","11/01/2017 18:06:52","MAG15IGA6 /                                     POD + DEBORD & TRANSMISSIONS - G1 - DAUPHIN  - ARRIVEE","10374","3","1","",""
"59007","LC*00057945","SPEED UP","11/01/2017 13:36:18","11/01/2017 15:12:01","12/01/2017 10:15:02","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAH18MGA3 /                                     JM57 - PROTOTYPE SHOP - ARRIVEE","1143","1239","Remis","","GRAS","","11/01/2017 13:36:26","12/01/2017 10:15:02","MAH18MGA3 /                                     JM57 - PROTOTYPE SHOP - ARRIVEE","10376","3","1","",""
"59009","LC*00057947","SPEED UP","11/01/2017 13:41:14","11/01/2017 15:12:03","11/01/2017 17:23:48","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAC14CGA2 /                                     LES AIRES - TIGER MARKETPLACE","131","222","Remis","","GALIMBERTI","","11/01/2017 13:41:22","11/01/2017 17:23:48","MAC14CGA2 /                                     LES AIRES - TIGER MARKETPLACE","10373","3","1","",""
"59010","LC*00057948","SPEED UP","11/01/2017 13:43:10","11/01/2017 15:12:05","11/01/2017 18:30:47","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAP14CTA1 /                                     ARRIVEE - V3 CAP CANAILLE - T1 - SAS","198","287","Remis","","BERTRAND","","11/01/2017 13:43:19","11/01/2017 18:30:47","MAP14CTA1 /                                     ARRIVEE - V3 CAP CANAILLE - T1 - SAS","10372","3","1","",""
"59012","LC*00057950","SPEED UP","11/01/2017 13:46:27","11/01/2017 15:11:55","11/01/2017 16:42:09","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","91","176","Remis","","ESPOSITO","","11/01/2017 13:46:37","11/01/2017 16:42:09","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","10377","3","1","",""
"59040","LC*00057978","SPEED UP","11/01/2017 14:25:01","11/01/2017 14:35:06","11/01/2017 15:56:31","1","MAT11ZGDL /                                     R7 - EXPEDITIONS - DEPART","FLI08ZGAC /                                     FLORIDES - INGREDIENTS - ARRIVEE","81","91","Remis","14809719","","","11/01/2017 14:25:39","11/01/2017 15:56:31","FLI08ZGAC /                                     FLORIDES - INGREDIENTS - ARRIVEE","10355","2","2","",""
"59069","LC*00058007","SPEED UP","11/01/2017 14:45:11","12/01/2017 12:44:47","","1","FLA13ZGD1 /                                     FL - SHUTTLE DEPARTURE","ALB01MGA1 /                                     ALB - SHUTTLE ARRIVAL","109277","110596","En transit","","","","11/01/2017 14:45:23","12/01/2017 12:45:27","FLA13ZG1C /                                     FL - LOADING SHUTTLE","10360","3","2","T_ENLEVEMENT",""
"59104","LC*00058042","SPEED UP","11/01/2017 15:07:21","11/01/2017 15:47:45","11/01/2017 15:48:04","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","1","41","Remis","","david labe","","11/01/2017 15:07:39","11/01/2017 15:48:04","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","10323","2","1","",""
"59107","LC*00058045","SPEED UP","11/01/2017 15:08:19","11/01/2017 15:47:44","11/01/2017 15:48:04","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","1","40","Remis","","david labe","","11/01/2017 15:08:33","11/01/2017 15:48:04","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","10324","2","1","",""
"59113","LC*00058051","SPEED UP","11/01/2017 15:12:12","11/01/2017 15:25:02","11/01/2017 15:57:00","1","MAT11ZGDL /                                     R7 - EXPEDITIONS - DEPART","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","32","45","Remis","","","","11/01/2017 15:12:19","11/01/2017 15:57:00","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","10379","2","2","",""
