"N° Bon","Référence élément distribué","Libellé type de flux","Date de création","Date de 1ère prise","Date de remise","Nb de colis contenus","Gare de départ","Gare de destination","Délai de distribution","Délai de livraison","Statut","Autre identifiant","A l'attention de","Informations","Date clôture","Date dernière position","Gare dernière position","SPEEDUP","SITECREATION","SITEDEPOSE","TOURNEE","NBUM"
"61544","LC*00060467","SPEED UP","16/01/2017 15:49:28","16/01/2017 15:53:29","16/01/2017 15:57:32","1","MAT11ZGDZ /                                     R7 - MPC CENTRALE - DEPART","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","4","8","Remis","","","","16/01/2017 15:49:40","16/01/2017 15:57:32","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","10512","2","1","",""
"61580","LC*00060503","SPEED UP","16/01/2017 15:56:34","16/01/2017 16:00:22","16/01/2017 18:23:15","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAC06MGA1 /                                     N6 - SAS 519 - ARRIVEE","143","147","Remis","10504","","","16/01/2017 15:56:43","16/01/2017 18:23:15","MAC06MGA1 /                                     N6 - SAS 519 - ARRIVEE","10504","2","1","",""
"61599","LC*00060522","SPEED UP","16/01/2017 16:18:51","23/01/2017 12:15:05","","1","FLA13ZGD1 /                                     FL - SHUTTLE DEPARTURE","DON01MGA1 /                                     DON - SHUTTLE ARRIVAL","93466","103302","En transit","","","","16/01/2017 16:19:09","23/01/2017 12:18:54","FLA13ZG1C /                                     FL - LOADING SHUTTLE","10489","3","2","T_ENLEVEMENT",""
"61604","LC*00060527","SPEED UP","16/01/2017 16:24:51","23/01/2017 12:15:04","","1","FLA13ZGD1 /                                     FL - SHUTTLE DEPARTURE","DON01MGA1 /                                     DON - SHUTTLE ARRIVAL","93466","103296","En transit","","","","16/01/2017 16:25:07","23/01/2017 12:18:56","FLA13ZG1C /                                     FL - LOADING SHUTTLE","10483","3","2","T_ENLEVEMENT",""
"61608","LC*00060531","SPEED UP","16/01/2017 16:26:26","16/01/2017 16:31:21","16/01/2017 17:59:41","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAE05CGA3 /                                     N4 - FAI MECA - ARRIVEE","88","93","Remis","10522","","","16/01/2017 16:26:45","16/01/2017 17:59:41","MAE05CGA3 /                                     N4 - FAI MECA - ARRIVEE","10522","2","1","",""
"61664","LC*00060585","SPEED UP","16/01/2017 17:12:28","","","0","MAS10ZGD2 /                                     R7 - BRAS 5 AU - DEPART","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","0","0","Créé","","LUCIEN GOMEZ","","","","/","10506","2","1","",""
"61666","LC*00060587","SPEED UP","16/01/2017 17:13:49","","17/01/2017 17:32:29","1","MAS10ZGD2 /                                     R7 - BRAS 5 AU - DEPART","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","0","1458","Remis","","LUCIEN GOMEZ","","16/01/2017 17:14:56","17/01/2017 17:32:29","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","10506","2","1","",""
"61670","LC*00060591","SPEED UP","16/01/2017 17:20:30","","17/01/2017 17:31:55","1","MAS10ZGD2 /                                     R7 - BRAS 5 AU - DEPART","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","0","1450","Remis","","LUCIEN GOMEZ","","16/01/2017 17:21:02","17/01/2017 17:31:55","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","10515","2","1","",""
"61706","LC*00060626","SPEED UP","16/01/2017 19:42:30","17/01/2017 09:34:42","17/01/2017 11:55:32","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAG19CGA1 /                                     JM57 - VIP - ARRIVEE","141","973","Remis","","","","16/01/2017 19:42:38","17/01/2017 11:55:32","MAG19CGA1 /                                     JM57 - VIP - ARRIVEE","10498","2","1","",""
"61707","LC*00060627","SPEED UP","16/01/2017 19:44:17","17/01/2017 09:34:43","17/01/2017 11:55:33","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAG19CGA1 /                                     JM57 - VIP - ARRIVEE","141","971","Remis","","","","16/01/2017 19:44:24","17/01/2017 11:55:33","MAG19CGA1 /                                     JM57 - VIP - ARRIVEE","10497","2","1","",""
"61708","LC*00060628","SPEED UP","16/01/2017 19:45:51","17/01/2017 09:34:38","17/01/2017 11:54:22","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAG19CGA1 /                                     JM57 - VIP - ARRIVEE","140","968","Remis","","","","16/01/2017 19:46:04","17/01/2017 11:54:22","MAG19CGA1 /                                     JM57 - VIP - ARRIVEE","10495","2","1","",""
"61709","LC*00060629","SPEED UP","16/01/2017 19:48:04","17/01/2017 07:08:57","17/01/2017 13:02:53","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAR15BGA1 /                                     W11 - EC 175 BULK - ARRIVEE","354","1034","Remis","","GUILLEN","","16/01/2017 19:48:54","17/01/2017 13:02:53","MAR15BGA1 /                                     W11 - EC 175 BULK - ARRIVEE","10532","3","1","",""
"61710","LC*00060630","SPEED UP","16/01/2017 19:50:37","17/01/2017 09:32:11","17/01/2017 09:32:18","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","0","822","Remis","","","","16/01/2017 19:50:43","17/01/2017 09:32:18","MAT11ZGAL /                                     R7 - EXPEDITIONS - PROGRAMMES - ARRIVEE","10507","2","1","",""
"61711","LC*00060631","SPEED UP","16/01/2017 19:51:07","17/01/2017 07:09:01","17/01/2017 13:02:50","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAR15BGA1 /                                     W11 - EC 175 BULK - ARRIVEE","353","1031","Remis","","CASTELLAN S17","","16/01/2017 19:51:13","17/01/2017 13:02:50","MAR15BGA1 /                                     W11 - EC 175 BULK - ARRIVEE","10528","3","1","",""
"61717","LC*00060637","SPEED UP","16/01/2017 20:09:29","17/01/2017 09:41:46","17/01/2017 12:16:30","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAK15PGA1 /                                     E2 - PISTE NH 90 - ARRIVEE","155","967","Remis","","","","16/01/2017 20:09:38","17/01/2017 12:16:30","MAK15PGA1 /                                     E2 - PISTE NH 90 - ARRIVEE","10501","2","1","",""
"61718","LC*00060638","SPEED UP","16/01/2017 20:11:00","17/01/2017 09:41:45","17/01/2017 12:24:56","2","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAC06CGA1 /                                     N6 - C44 - SAS 519 - ARRIVEE","163","973","Remis","","","","16/01/2017 20:11:23","17/01/2017 12:24:56","MAC06CGA1 /                                     N6 - C44 - SAS 519 - ARRIVEE","10464","2","1","",""
"61720","LC*00060640","SPEED UP","17/01/2017 07:13:05","17/01/2017 10:27:54","17/01/2017 11:33:57","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAR15BGA1 /                                     W11 - EC 175 BULK - ARRIVEE","66","260","Remis","","POUR S28 PRAS","","17/01/2017 07:13:20","17/01/2017 11:33:57","MAR15BGA1 /                                     W11 - EC 175 BULK - ARRIVEE","10518","3","1","",""
"61755","LC*00060673","SPEED UP","17/01/2017 09:10:36","","17/01/2017 17:33:32","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","0","502","Remis","","","","17/01/2017 09:11:10","17/01/2017 17:33:32","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","10517","2","1","",""
"61759","LC*00060677","SPEED UP","17/01/2017 09:12:45","","17/01/2017 17:33:02","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","0","501","Remis","","","","17/01/2017 09:12:54","17/01/2017 17:33:02","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","10519","2","1","",""
"61786","LC*00060704","SPEED UP","17/01/2017 09:28:09","17/01/2017 09:51:08","17/01/2017 09:52:23","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","1","24","Remis","10535","","","17/01/2017 09:28:58","17/01/2017 09:52:23","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","10535","2","1","",""
"61848","LC*00060766","SPEED UP","17/01/2017 10:01:51","17/01/2017 10:27:51","17/01/2017 12:33:08","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAE15CTA1 /                                     I4 - ARRIVEE - NH90","126","151","Remis","","POUR M.CIANNARELLA","","17/01/2017 10:02:17","17/01/2017 12:33:08","MAE15CTA1 /                                     I4 - ARRIVEE - NH90","10525","3","1","",""
"61903","LC*00060821","SPEED UP","17/01/2017 10:29:32","","","0","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","FLI04MGA1 /                                     FLORIDES - MAGASINS MACS - ARRIVEE","0","0","Créé","10539","","","","","/","10539","2","1","",""
"61973","LC*00060891","SPEED UP","17/01/2017 11:05:02","17/01/2017 11:08:56","17/01/2017 11:09:46","1","MAS10ZGD2 /                                     R7 - BRAS 5 AU - DEPART","MAT11ZGA8 /                                     R7 - MPC [6] EC 175 - ARRIVEE","1","4","Remis","","","","17/01/2017 11:05:14","17/01/2017 11:09:46","MAT11ZGAZ /                                     R7 - MPC CENTRALE - ARRIVEE","10533","2","1","",""
"61990","LC*00060908","SPEED UP","17/01/2017 11:19:06","17/01/2017 12:09:05","17/01/2017 14:30:51","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","141","191","Remis","","POUR M.ESPOSITO","","17/01/2017 11:19:20","17/01/2017 14:30:51","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","10542","3","1","",""
"61995","LC*00060913","SPEED UP","17/01/2017 11:22:15","17/01/2017 11:26:33","17/01/2017 11:34:21","1","MAT11ZGDZ /                                     R7 - MPC CENTRALE - DEPART","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","8","12","Remis","","","","17/01/2017 11:22:27","17/01/2017 11:34:21","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","10533","2","1","",""
"62130","LC*00061031","SPEED UP","17/01/2017 12:29:31","17/01/2017 12:38:41","17/01/2017 12:39:53","2","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGA8 /                                     R7 - MPC [6] EC 175 - ARRIVEE","1","9","Remis","","","","17/01/2017 12:30:14","17/01/2017 12:39:53","MAT11ZGAZ /                                     R7 - MPC CENTRALE - ARRIVEE","10549","2","1","",""
"62141","LC*00061041","SPEED UP","17/01/2017 12:33:38","17/01/2017 12:38:44","17/01/2017 12:39:54","2","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGA8 /                                     R7 - MPC [6] EC 175 - ARRIVEE","1","5","Remis","","","","17/01/2017 12:34:00","17/01/2017 12:39:54","MAT11ZGAZ /                                     R7 - MPC CENTRALE - ARRIVEE","10551","2","1","",""
"62169","LC*00061069","SPEED UP","17/01/2017 12:50:02","17/01/2017 12:57:19","17/01/2017 14:10:52","1","MAS11MGD3 /                                     R7 - 5 21 - 5HV - DEPART","MAK15PGA1 /                                     E2 - PISTE NH 90 - ARRIVEE","73","80","Remis","","","","17/01/2017 12:50:11","17/01/2017 14:10:52","MAK15PGA1 /                                     E2 - PISTE NH 90 - ARRIVEE","10557","2","1","",""
"62171","LC*00061071","SPEED UP","17/01/2017 12:50:20","17/01/2017 14:14:08","17/01/2017 14:20:31","2","MAT11ZGDZ /                                     R7 - MPC CENTRALE - DEPART","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","6","85","Remis","","","","17/01/2017 12:55:52","17/01/2017 14:20:31","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","10549","2","1","",""
"62192","LC*00061092","SPEED UP","17/01/2017 13:07:08","17/01/2017 14:14:10","17/01/2017 14:20:30","2","MAT11ZGDZ /                                     R7 - MPC CENTRALE - DEPART","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","6","67","Remis","","","","17/01/2017 13:13:29","17/01/2017 14:20:30","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","10551","2","1","",""
"62448","LC*00061346","SPEED UP","17/01/2017 15:55:32","17/01/2017 16:00:29","17/01/2017 16:00:42","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGA6 /                                     R7 - MPC [8] HL - ARRIVEE","0","5","Remis","","","","17/01/2017 15:55:38","17/01/2017 16:00:42","MAT11ZGAZ /                                     R7 - MPC CENTRALE - ARRIVEE","10583","2","1","",""
"62477","LC*00061375","SPEED UP","17/01/2017 16:06:11","17/01/2017 16:16:39","17/01/2017 16:17:59","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","1","11","Remis","10510","","","17/01/2017 16:06:29","17/01/2017 16:17:59","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","10510","2","1","",""
"62488","LC*00061386","SPEED UP","17/01/2017 16:10:18","17/01/2017 17:31:21","17/01/2017 18:17:12","1","MAT11ZGDZ /                                     R7 - MPC CENTRALE - DEPART","MAP14CTA1 /                                     ARRIVEE - V3 CAP CANAILLE - T1 - SAS","46","127","Remis","","","","17/01/2017 16:10:29","17/01/2017 18:17:12","MAP14CTA1 /                                     ARRIVEE - V3 CAP CANAILLE - T1 - SAS","10583","2","1","",""
"62491","LC*00061389","SPEED UP","17/01/2017 16:11:05","","18/01/2017 17:27:39","1","MAT11ZGAD /                                     R7 - GUICHET - DEPART","MAL15CTA2 /                                     E1 - PISTE SUPER PUMA - ARRIVEE","0","1516","Remis","","","","17/01/2017 16:11:17","18/01/2017 17:27:39","MAL15CTA2 /                                     E1 - PISTE SUPER PUMA - ARRIVEE","10573","2","1","",""
"62498","LC*00061396","SPEED UP","17/01/2017 16:14:01","17/01/2017 16:16:31","17/01/2017 16:18:00","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","2","4","Remis","10509","","","17/01/2017 16:14:18","17/01/2017 16:18:00","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","10509","2","1","",""
"62504","LC*00061402","SPEED UP","17/01/2017 16:16:32","","","0","MAS10ZGD2 /                                     R7 - BRAS 5 AU - DEPART","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","0","0","Créé","","","","","","/","10572","2","1","",""
"62509","LC*00061407","SPEED UP","17/01/2017 16:19:07","","18/01/2017 17:25:59","1","MAT11ZGAD /                                     R7 - GUICHET - DEPART","MAL15CTA2 /                                     E1 - PISTE SUPER PUMA - ARRIVEE","0","1506","Remis","","","Recupere au guichet","17/01/2017 16:19:14","18/01/2017 17:25:59","MAL15CTA2 /                                     E1 - PISTE SUPER PUMA - ARRIVEE","10572","2","1","",""
"62514","LC*00061412","SPEED UP","17/01/2017 16:21:50","","18/01/2017 17:28:10","1","MAT11ZGAD /                                     R7 - GUICHET - DEPART","MAL15CTA2 /                                     E1 - PISTE SUPER PUMA - ARRIVEE","0","1506","Remis","","","Recupere au guichet","17/01/2017 16:22:38","18/01/2017 17:28:10","MAL15CTA2 /                                     E1 - PISTE SUPER PUMA - ARRIVEE","10570","2","1","",""
"62517","LC*00061415","SPEED UP","17/01/2017 16:24:43","","18/01/2017 17:25:24","1","MAT11ZGAD /                                     R7 - GUICHET - DEPART","MAL15CTA2 /                                     E1 - PISTE SUPER PUMA - ARRIVEE","0","1499","Remis","","","Recupere au guichet","17/01/2017 16:26:56","18/01/2017 17:25:24","MAL15CTA2 /                                     E1 - PISTE SUPER PUMA - ARRIVEE","10566","2","1","",""
"62541","LC*00061439","SPEED UP","17/01/2017 16:29:08","","18/01/2017 17:26:33","1","MAT11ZGAD /                                     R7 - GUICHET - DEPART","MAL15CTA2 /                                     E1 - PISTE SUPER PUMA - ARRIVEE","0","1497","Remis","","","","17/01/2017 16:29:35","18/01/2017 17:26:33","MAL15CTA2 /                                     E1 - PISTE SUPER PUMA - ARRIVEE","10569","2","1","",""
"62543","LC*00061441","SPEED UP","17/01/2017 16:29:36","17/01/2017 16:39:19","17/01/2017 18:56:33","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAH18MGA1 /                                     CHATEAU D'IF - 5JV - ARRIVEE","137","147","Remis","10581","","","17/01/2017 16:29:43","17/01/2017 18:56:33","MAH18MGA1 /                                     CHATEAU D'IF - 5JV - ARRIVEE","10581","2","1","",""
"62545","LC*00061443","SPEED UP","17/01/2017 16:31:27","","18/01/2017 17:27:04","1","MAT11ZGAD /                                     R7 - GUICHET - DEPART","MAL15CTA2 /                                     E1 - PISTE SUPER PUMA - ARRIVEE","0","1496","Remis","","","","17/01/2017 16:31:45","18/01/2017 17:27:04","MAL15CTA2 /                                     E1 - PISTE SUPER PUMA - ARRIVEE","10567","2","1","",""
"62550","LC*00061448","SPEED UP","17/01/2017 16:33:52","18/01/2017 10:51:06","18/01/2017 14:48:59","1","FLG09MGD1 /                                     FLORIDES - 6X3 - DEPART","MAE15CTA1 /                                     I4 - ARRIVEE - NH90","237","1335","Remis","","","","17/01/2017 16:33:57","18/01/2017 14:48:59","MAE15CTA1 /                                     I4 - ARRIVEE - NH90","10523","3","1","",""
"62552","LC*00061450","SPEED UP","17/01/2017 16:34:21","","18/01/2017 17:28:56","1","MAT11ZGAD /                                     R7 - GUICHET - DEPART","MAT11ZGA8 /                                     R7 - MPC [6] EC 175 - ARRIVEE","0","1494","Remis","","","","17/01/2017 16:34:41","18/01/2017 17:28:56","MAT11ZGA8 /                                     R7 - MPC [6] EC 175 - ARRIVEE","10575","2","1","",""
"62560","LC*00061458","SPEED UP","17/01/2017 16:40:59","17/01/2017 16:55:24","17/01/2017 16:56:18","1","MAS10ZGD2 /                                     R7 - BRAS 5 AU - DEPART","MAT11ZGA8 /                                     R7 - MPC [6] EC 175 - ARRIVEE","1","15","Remis","","","","17/01/2017 16:41:11","17/01/2017 16:56:18","MAT11ZGAZ /                                     R7 - MPC CENTRALE - ARRIVEE","10571","2","1","",""
"62561","LC*00061459","SPEED UP","17/01/2017 16:42:31","","","0","MAS10ZGD2 /                                     R7 - BRAS 5 AU - DEPART","MAT11ZGA8 /                                     R7 - MPC [6] EC 175 - ARRIVEE","0","0","Créé","","","","","","/","10571","2","1","",""
"62591","LC*00061489","SPEED UP","17/01/2017 17:17:26","18/01/2017 10:50:59","18/01/2017 15:04:03","4","FLG09MGD1 /                                     FLORIDES - 6X3 - DEPART","MAK15PGA1 /                                     E2 - PISTE NH 90 - ARRIVEE","254","1307","Remis","","","","17/01/2017 17:17:41","18/01/2017 15:04:03","MAK15PGA1 /                                     E2 - PISTE NH 90 - ARRIVEE","10560","3","1","",""
"62593","LC*00061491","SPEED UP","17/01/2017 17:20:58","18/01/2017 10:51:00","18/01/2017 15:04:03","5","FLG09MGD1 /                                     FLORIDES - 6X3 - DEPART","MAK15PGA1 /                                     E2 - PISTE NH 90 - ARRIVEE","253","1303","Remis","","","","17/01/2017 17:21:27","18/01/2017 15:04:03","MAK15PGA1 /                                     E2 - PISTE NH 90 - ARRIVEE","10561","3","1","",""
"62666","LC*00061564","SPEED UP","18/01/2017 07:16:50","18/01/2017 14:01:18","18/01/2017 16:11:21","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAH18MGA3 /                                     JM57 - PROTOTYPE SHOP - ARRIVEE","130","534","Remis","","POUR M.GOMEZ","","18/01/2017 07:17:14","18/01/2017 16:11:21","MAH18MGA3 /                                     JM57 - PROTOTYPE SHOP - ARRIVEE","10579","3","1","",""
"62667","LC*00061565","SPEED UP","18/01/2017 07:23:11","18/01/2017 14:01:22","18/01/2017 14:23:03","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","22","419","Remis","","POUR M.MOHAMED ALI","","18/01/2017 07:24:34","18/01/2017 14:23:03","MAT11ZGAE /                                     R7 - GUICHET - ARRIVEE","10582","3","1","",""
"62687","LC*00061585","SPEED UP","18/01/2017 08:44:24","18/01/2017 10:44:24","18/01/2017 10:46:35","1","MAT11ZGDZ /                                     R7 - MPC CENTRALE - DEPART","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","2","122","Remis","","","","18/01/2017 08:44:39","18/01/2017 10:46:35","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","10571","2","1","",""
"62707","LC*00061605","SPEED UP","18/01/2017 09:03:33","18/01/2017 09:25:16","18/01/2017 10:44:15","1","MAT11ZGDL /                                     R7 - EXPEDITIONS - DEPART","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","79","101","Remis","SPEED UP 10574","","","18/01/2017 09:03:48","18/01/2017 10:44:15","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","SPEED UP 10574","2","1","",""
"62773","LC*00061671","SPEED UP","18/01/2017 09:50:55","18/01/2017 10:06:50","18/01/2017 12:53:15","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAC06MGA1 /                                     N6 - SAS 519 - ARRIVEE","167","182","Remis","10591","","","18/01/2017 09:51:00","18/01/2017 12:53:15","MAC06MGA1 /                                     N6 - SAS 519 - ARRIVEE","10591","2","1","",""
"62809","LC*00061697","SPEED UP","18/01/2017 10:04:02","18/01/2017 10:06:51","18/01/2017 12:53:16","1","MAR09ZGD5 /                                     R7 - RECEPTION - DEPART","MAC06MGA1 /                                     N6 - SAS 519 - ARRIVEE","167","169","Remis","10590","","","18/01/2017 10:04:09","18/01/2017 12:53:16","MAC06MGA1 /                                     N6 - SAS 519 - ARRIVEE","10590","2","1","",""
"62920","LC*00061807","SPEED UP","18/01/2017 11:21:36","18/01/2017 14:01:16","18/01/2017 16:08:28","1","FLI04MGD2 /                                     Florides - MACS Cellule 1 - Départ","MAC14CGA2 /                                     LES AIRES - TIGER MARKETPLACE","127","287","Remis","","POUR M.LOPEZ","","18/01/2017 11:21:54","18/01/2017 16:08:28","MAC14CGA2 /                                     LES AIRES - TIGER MARKETPLACE","10592","3","1","",""
"62939","LC*00061826","SPEED UP","18/01/2017 11:34:17","23/01/2017 12:15:10","","1","FLA13ZGD1 /                                     FL - SHUTTLE DEPARTURE","DON01MGA1 /                                     DON - SHUTTLE ARRIVAL","93466","100707","En transit","","","","18/01/2017 11:34:29","23/01/2017 12:18:46","FLA13ZG1C /                                     FL - LOADING SHUTTLE","10574","3","2","T_ENLEVEMENT",""
"62944","LC*00061831","SPEED UP","18/01/2017 11:37:23","18/01/2017 11:50:56","18/01/2017 11:52:01","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGA6 /                                     R7 - MPC [8] HL - ARRIVEE","2","15","Remis","","","","18/01/2017 11:37:29","18/01/2017 11:52:01","MAT11ZGAZ /                                     R7 - MPC CENTRALE - ARRIVEE","10601","2","1","",""
"62946","LC*00061833","SPEED UP","18/01/2017 11:38:27","18/01/2017 11:50:56","18/01/2017 11:52:02","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGA6 /                                     R7 - MPC [8] HL - ARRIVEE","2","14","Remis","","","","18/01/2017 11:38:32","18/01/2017 11:52:02","MAT11ZGAZ /                                     R7 - MPC CENTRALE - ARRIVEE","10599","2","1","",""
"62949","LC*00061836","SPEED UP","18/01/2017 11:39:42","18/01/2017 11:48:00","18/01/2017 11:49:20","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGA8 /                                     R7 - MPC [6] EC 175 - ARRIVEE","1","10","Remis","","","","18/01/2017 11:39:47","18/01/2017 11:49:20","MAT11ZGAZ /                                     R7 - MPC CENTRALE - ARRIVEE","10617","2","1","",""
"62950","LC*00061837","SPEED UP","18/01/2017 11:40:10","18/01/2017 12:22:34","18/01/2017 16:04:09","1","MAT11ZGDL /                                     R7 - EXPEDITIONS - DEPART","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","222","264","Remis","","","","18/01/2017 11:40:16","18/01/2017 16:04:09","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","10586","2","2","",""
"62951","LC*00061838","SPEED UP","18/01/2017 11:41:11","18/01/2017 11:50:55","18/01/2017 11:52:02","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGA6 /                                     R7 - MPC [8] HL - ARRIVEE","2","11","Remis","","","","18/01/2017 11:41:16","18/01/2017 11:52:02","MAT11ZGAZ /                                     R7 - MPC CENTRALE - ARRIVEE","10603","2","1","",""
"62953","LC*00061840","SPEED UP","18/01/2017 11:42:10","18/01/2017 11:47:59","18/01/2017 11:49:19","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGA8 /                                     R7 - MPC [6] EC 175 - ARRIVEE","2","7","Remis","","","","18/01/2017 11:42:15","18/01/2017 11:49:19","MAT11ZGAZ /                                     R7 - MPC CENTRALE - ARRIVEE","10621","2","1","",""
"62968","LC*00061855","SPEED UP","18/01/2017 11:43:23","18/01/2017 11:47:58","18/01/2017 11:49:26","1","MAR11MGD1 /                                     R7 - 5 GH - DEPART","MAT11ZGA8 /                                     R7 - MPC [6] EC 175 - ARRIVEE","2","6","Remis","","","","18/01/2017 11:43:28","18/01/2017 11:49:26","MAT11ZGAZ /                                     R7 - MPC CENTRALE - ARRIVEE","10622","2","1","",""
"62972","LC*00061859","SPEED UP","18/01/2017 11:47:28","18/01/2017 12:22:32","18/01/2017 16:04:08","1","MAT11ZGDL /                                     R7 - EXPEDITIONS - DEPART","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","222","257","Remis","","","","18/01/2017 11:47:35","18/01/2017 16:04:08","FLI08ZGA9 /                                     EXPEDITIONS - SHIPPING - ARRIVEE","10620","2","2","",""
"62985","LC*00061872","SPEED UP","18/01/2017 12:00:34","18/01/2017 12:14:57","18/01/2017 12:21:28","1","MAT11ZGDZ /                                     R7 - MPC CENTRALE - DEPART","MAP14CTA1 /                                     ARRIVEE - V3 CAP CANAILLE - T1 - SAS","7","21","Remis","","","","18/01/2017 12:00:42","18/01/2017 12:21:28","MAP14CTA1 /                                     ARRIVEE - V3 CAP CANAILLE - T1 - SAS","10599","2","1","",""
"62988","LC*00061875","SPEED UP","18/01/2017 12:04:44","18/01/2017 12:14:54","18/01/2017 12:21:24","1","MAT11ZGDZ /                                     R7 - MPC CENTRALE - DEPART","MAP14CTA1 /                                     ARRIVEE - V3 CAP CANAILLE - T1 - SAS","7","16","Remis","","","","18/01/2017 12:05:01","18/01/2017 12:21:24","MAP14CTA1 /                                     ARRIVEE - V3 CAP CANAILLE - T1 - SAS","10601","2","1","",""
"63012","LC*00061899","SPEED UP","18/01/2017 12:16:20","18/01/2017 12:42:36","18/01/2017 13:05:06","1","MAT11ZGDZ /                                     R7 - MPC CENTRALE - DEPART","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","23","49","Remis","","","","18/01/2017 12:16:38","18/01/2017 13:05:06","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","10617","2","1","",""
"63031","LC*00061918","SPEED UP","18/01/2017 12:26:48","18/01/2017 12:42:37","18/01/2017 13:06:13","1","MAT11ZGDZ /                                     R7 - MPC CENTRALE - DEPART","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","24","39","Remis","","","","18/01/2017 12:27:22","18/01/2017 13:06:13","MAR15IGA1 /                                     W11 - MPP EC 175 - ARRIVEE","10621","2","1","",""
